"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "tairShortDescription" "tairAliases" "secondaryIdentifier" "primaryIdentifier" "tairCuratorSummary" "class" "tairComputationalDescription"
"AT4G26750" "MATCH" "1" "EXT-like" "A. thaliana" "extensin-like" "2907" "hydroxyproline-rich glycoprotein family protein" "EXT-like, LIP5" "locus:2116437" "AT4G26750" "Encodes a protein involved in mediating plant responses to pathogenesis. Loss of function mutations have increased susceptibility to bacterial pathogens and are defective in pathogen induced endocytosis and vesicle trafficking. LIP5 physically interacts with SKD1 and that interaction is required for its resistance phenotype. LIP5 is phosphorylated by MPK3 and MPK6, both of which are components of the disease resistance pathway." "Gene" "hydroxyproline-rich glycoprotein family protein;(source:Araport11)"
"AT4G25420" "MATCH" "1" "GA20OX1" "A. thaliana" "" "1735" "2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein" "AT2301, ATGA20OX1, GA20OX1, GA5" "locus:2005511" "AT4G25420" "Encodes gibberellin 20-oxidase that is involved in the later steps of the gibberellin biosynthetic pathway. Regulated by a circadian clock. Weak expression response to far red light." "Gene" "2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;(source:Araport11)"
"AT5G17690" "MATCH" "1" "TFL2" "A. thaliana" "TERMINAL FLOWER 2" "2622" "like heterochromatin protein (LHP1)" "AtLHP1, LHP1, TFL2" "locus:2176006" "AT5G17690" "Regulates the meristem response to light signals and the maintenance of inflorescence meristem identity. Influences developmental processes controlled by APETALA1. TFL2 silences specific  genes within euchromatin but not genes positioned in heterochromatin. TFL2 protein localized preferentially to euchromatic  regions and not to heterochromatic chromocenters. Involved in euchromatin organization. Required for epigenetic maintenance of the vernalized state." "Gene" "like heterochromatin protein (LHP1);(source:Araport11)"
"AT1G80680" "MATCH" "1" "SAR3" "A. thaliana" "SUPPRESSOR OF AUXIN RESISTANCE 3" "4999" "SUPPRESSOR OF AUXIN RESISTANCE 3" "MOS3, NUP96, PRE, SAR3" "locus:2025737" "AT1G80680" "Mutant has early-flowering phenotype, encodes a putative nucleoporin. Required for the activation of downstream defense pathways by the snc1 mutation. Involved in basal resistance against bacterial pathogens." "Gene" "SUPPRESSOR OF AUXIN RESISTANCE 3;(source:Araport11)"
"AT3G09640" "MATCH" "1" "APX2" "A. thaliana" "ascorbate peroxidase 2" "2175" "ascorbate peroxidase 2" "APX1B, APX2, AtAPX2" "locus:2074914" "AT3G09640" "Encodes a cytosolic ascorbate peroxidase APX2.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms." "Gene" "ascorbate peroxidase 2;(source:Araport11)"
"AT5G17450" "MATCH" "1" "HIPP21" "A. thaliana" "heavy metal associated isoprenylated plant protein 21" "1782" "Heavy metal transport/detoxification superfamily protein " "AtHMP45, HIPP21" "locus:2157457" "AT5G17450" "" "Gene" "Heavy metal transport/detoxification superfamily protein;(source:Araport11)"
"AT3G21770" "MATCH" "1" "AT3G21770" "A. thaliana" "" "1564" "Peroxidase superfamily protein" "" "locus:2093099" "AT3G21770" "" "Gene" "Peroxidase superfamily protein;(source:Araport11)"
"AT1G64195" "MATCH" "1" "AT1G64195" "A. thaliana" "" "528" "Defensin-like (DEFL) family protein" "" "locus:1009023089" "AT1G64195" "Encodes a defensin-like (DEFL) family protein." "Gene" "Defensin-like (DEFL) family protein;(source:Araport11)"
"AT3G21650" "MATCH" "1" "AT3G21650" "A. thaliana" "" "2565" "Protein phosphatase 2A regulatory B subunit family protein" "" "locus:2089905" "AT3G21650" "Encodes protein phosphatase 2A (PP2A) B'zeta subunit.  Targeted to mitochondria." "Gene" "Protein phosphatase 2A regulatory B subunit family protein;(source:Araport11)"
"AT1G67580" "MATCH" "1" "AT1G67580" "A. thaliana" "" "4180" "Protein kinase superfamily protein" "CDKG2" "locus:2008595" "AT1G67580" "" "Gene" "Protein kinase superfamily protein;(source:Araport11)"
"AT3G53480" "MATCH" "1" "ABCG37" "A. thaliana" "ATP-binding cassette G37" "6614" "pleiotropic drug resistance 9" "ABCG37, ATPDR9, PDR9, PIS1" "locus:2084081" "AT3G53480" "Negative regulator of auxin polar transport inhibitors. ABCG37 regulates auxin distribution and homeostasis  in roots by excluding IBA from the root apex, but does  not act directly in basipetal transport. ABCG37 and ABCG36 act redundantly at outermost root plasma  membranes and, transport IBA out of the cells. Also involved in root transmembrane secretion of fluorescent phenolics involved in Fe uptake. The mRNA is cell-to-cell mobile." "Gene" "pleiotropic drug resistance 9;(source:Araport11)"
"AT2G36255" "MATCH" "1" "AT2G36255" "A. thaliana" "" "583" "Defensin-like (DEFL) family protein" "" "locus:1009023173" "AT2G36255" "Encodes a defensin-like (DEFL) family protein." "Gene" "Defensin-like (DEFL) family protein;(source:Araport11)"
"AT5G63470" "MATCH" "1" "NF-YC4" "A. thaliana" "nuclear factor Y, subunit C4" "1600" "nuclear factor Y, subunit C4" "NF-YC4" "locus:2167306" "AT5G63470" "Encodes a member of class of transcription regulators that his highly conserved across many plant species.In Arabidopsis and rice, NF-YC4 interacts with other members of this class and CO to regulate flowering. In Arabidopsis, it interacts with QQS to regulate C/N partitioning." "Gene" "nuclear factor Y, subunit C4;(source:Araport11)"
"AT1G13960" "MATCH" "1" "WRKY4" "A. thaliana" "WRKY DNA-binding protein 4" "3138" "WRKY DNA-binding protein 4" "WRKY4" "locus:2014799" "AT1G13960" "Encodes WRKY DNA-binding protein 4 (WRKY4)." "Gene" "WRKY DNA-binding protein 4;(source:Araport11)"
"AT4G35460" "MATCH" "1" "NTRB" "A. thaliana" "NADPH-dependent thioredoxin reductase B" "2186" "NADPH-dependent thioredoxin reductase B" "ATNTRB, NTR1, NTRB" "locus:2117612" "AT4G35460" "NADPH-dependent thioredoxin reductase 1 (NTR1. Similar to E.coli NTR and has conserved NADPH binding domains." "Gene" "NADPH-dependent thioredoxin reductase B;(source:Araport11)"
"AT1G13609" "MATCH" "1" "AT1G13609" "A. thaliana" "" "556" "Defensin-like (DEFL) family protein" "" "locus:1009023151" "AT1G13609" "Encodes a defensin-like (DEFL) family protein." "Gene" "Defensin-like (DEFL) family protein;(source:Araport11)"
"AT4G14400" "MATCH" "1" "ACD6" "A. thaliana" "ACCELERATED CELL DEATH 6" "5031" "ankyrin repeat family protein" "ACD6, DEG16" "locus:2129690" "AT4G14400" "encodes a novel protein with putative ankyrin and transmembrane regions. It is a member of one of the largest uncharacterized gene families in higher plants. The gene is involved in resistance to Pseudomonas syringae." "Gene" "ankyrin repeat family protein;(source:Araport11)"
"AT4G35580" "MATCH" "1" "NTL9" "A. thaliana" "NAC transcription factor-like 9" "2492" "NAC transcription factor-like 9" "CBNAC, NTL9" "locus:2128013" "AT4G35580" "Encodes a calmodulin-binding NAC protein (CBNAC). Contains calmodulin-binding domain in the C-terminus of the protein. Functions as a calmodulin-regulated transcriptional repressor." "Gene" "NAC transcription factor-like 9;(source:Araport11)"
"AT1G13607" "MATCH" "1" "AT1G13607" "A. thaliana" "" "554" "Defensin-like (DEFL) family protein" "" "locus:1009023064" "AT1G13607" "Encodes a defensin-like (DEFL) family protein." "Gene" "Defensin-like (DEFL) family protein;(source:Araport11)"
